"CON","NAME           ","R.A.   ","DEC.  ","COMP","OTHER NAMES               ","Mag ","Mag2","SEP  ","PA ","NOTES                                                        ","U2K","TIR","BSA","SAO   "
"BOO","13 Boo         ","14 08.3","+49 27","    ","                          ","5.3 ","9.8 ","79.7 ","274","M                                                            ","77 ","7  ","6  ","44905 "
"BOO","STT 275        ","14 09.3","+07 23","    ","                          ","7   ","10  ","5    ","353","                                                             ","197","14 ","6  ","      "
"BOO","Kappa Boo      ","14 13.5","+51 47","    ","                          ","4.6 ","6.6 ","13.4 ","236","CoCo; W/B                                                    ","49 ","2  ","2  ","29045 "
"BOO","STT 279        ","14 13.8","+12 00","    ","                          ","6.7 ","8.9 ","2.2  ","253","K0                                                           ","197","14 ","6  ","100922"
"BOO","STF 1816       ","14 13.9","+29 06","    ","                          ","7.5 ","7.6 ","1.1  ","88 ","F0                                                           ","110","7  ","6  ","83235 "
"BOO","STF 1829       ","14 15.5","+50 26","    ","                          ","7.5 ","8   ","5.4  ","150","                                                             ","49 ","2  ","2  ","      "
"BOO","Iota Boo       ","14 16.2","+51 22","    ","                          ","4.9 ","7.5 ","38   ","33 ","CoCo                                                         ","49 ","2  ","2  ","29071 "
"BOO","STF 1825       ","14 16.5","+20 07","    ","                          ","6.5 ","8.2 ","4.4  ","163","                                                             ","152","7  ","6  ","83259 "
"BOO","STF 1834       ","14 20.3","+48 30","    ","                          ","8   ","8.3 ","1.4  ","105","F8; W/W                                                      ","77 ","7  ","6  ","45000 "
"BOO","STF 1835       ","14 23.4","+08 27","    ","                          ","5.1 ","6.6 ","6.1  ","192","                                                             ","197","14 ","6  ","120426"
"BOO","STF 1838       ","14 24.1","+11 15","    ","                          ","7.4 ","7.5 ","9.1  ","334","F5                                                           ","197","14 ","6  ","      "
"BOO","STF 1850       ","14 28.6","+28 17","    ","                          ","7   ","7.4 ","25.6 ","262","Almost Matched Pair; A0 A0                                   ","111","7  ","6  ","83374 "
"BOO","STF 1858       ","14 33.7","+35 35","    ","                          ","7   ","8   ","2.7  ","36 ","                                                             ","111","7  ","6  ","      "
"BOO","Pi Boo         ","14 40.7","+16 25","    ","                          ","4.9 ","5.8 ","5.6  ","108","W/W                                                          ","198","14 ","6  ","101138"
"BOO","Zeta Boo       ","14 41.1","+13 44","    ","                          ","4.5 ","4.6 ","1    ","307","Period of 130 yr with very eccentric orbit                   ","198","14 ","6  ","101145"
"BOO","STF 1871       ","14 41.7","+51 24","    ","                          ","7   ","7   ","2    ","306","                                                             ","50 ","2  ","2  ","29246 "
"BOO","Epsilon Boo    ","14 45.0","+27 04","    ","Izar                      ","2.5 ","4.9 ","2.8  ","339","CoCo; O/Gn; famous pair; Pulcherrima--Struve                 ","153","7  ","6  ","83500 "
"BOO","STF 1879       ","14 46.3","+09 38","    ","                          ","7.5 ","8.5 ","1.4  ","95 ","                                                             ","198","14 ","6  ","120651"
"BOO","STF 1884       ","14 48.5","+24 22","    ","                          ","6.5 ","8   ","1.8  ","56 ","                                                             ","153","7  ","6  ","83535 "
"BOO","39 Boo         ","14 49.8","+48 43","    ","                          ","6   ","6.5 ","2.9  ","45 ","                                                             ","78 ","7  ","6  ","45231 "
"BOO","STF 1886       ","14 51.0","+09 43","    ","                          ","7.6 ","9.6 ","7.7  ","227","K0                                                           ","198","14 ","6  ","      "
"BOO","Xi Boo         ","14 51.4","+19 06","    ","                          ","4.7 ","7   ","6.3  ","312","CoCo; Closing; 2011 5.9 '' ; PA 307 deg                      ","153","14 ","6  ","101250"
"BOO","STT 287        ","14 51.4","+44 55","    ","                          ","8.4 ","8.6 ","1    ","   ","Matched Pair                                                 ","78 ","7  ","6  ","45241 "
"BOO","STT 288        ","14 53.5","+15 42","    ","                          ","6.5 ","7   ","1.5  ","175","                                                             ","198","14 ","6  ","101273"
"BOO","STF 1895       ","14 57.5","+40 09","    ","                          ","8   ","8.5 ","12.5 ","43 ","                                                             ","78 ","7  ","6  ","45298 "
"BOO","Sh 191         ","14 59.7","+53 51","    ","                          ","7   ","7.5 ","40.5 ","342","                                                             ","50 ","2  ","2  ","29372 "
"BOO","STT 291        ","15 00.7","+47 16","    ","                          ","6   ","8.5 ","35.6 ","156","                                                             ","78 ","7  ","6  ","      "
"BOO","44 Boo         ","15 03.8","+47 39","    ","                          ","5.3 ","6.2 ","2.4  ","56 ","Opening until 2007; 2011 sep 2.3'' ; PA 57.5 deg             ","78 ","7  ","6  ","45357 "
"BOO","STF 1910       ","15 07.5","+09 14","    ","                          ","7.5 ","7.5 ","4.3  ","211","G5                                                           ","198","14 ","6  ","120851"
"BOO","STF 1916       ","15 10.0","+38 58","    ","                          ","7   ","9.5 ","9.9  ","330","                                                             ","112","7  ","6  ","      "
"BOO","STF 1921       ","15 12.1","+38 40","    ","                          ","7   ","7   ","30.4 ","283","                                                             ","112","7  ","6  ","64550 "
"BOO","Delta Boo      ","15 15.5","+33 19","    ","                          ","3.5 ","8.7 ","105  ","79 ","CoCo; triple with tight companion pair                       ","112","7  ","6  ","64589 "
"BOO","Mu1/2 Boo      ","15 24.6","+37 21","BC  ","                          ","7   ","7.5 ","2    ","19 ","Period 230 years                                             ","112","7  ","6  ","64686 "
"BOO","Mu1/2 Boo      ","15 24.6","+37 22","AB  ","Alkalurops; STF   28      ","4.5 ","6.5 ","108  ","171","CoCo; BW/R/R; fine triple                                    ","112","7  ","6  ","64686 "
"BOO","STT 296        ","15 26.5","+44 00","    ","                          ","7.5 ","9   ","1.9  ","284","                                                             ","78 ","7  ","6  ","      "
"BOO","STT 298        ","15 36.1","+39 48","    ","                          ","7.5 ","7.5 ","1    ","191","                                                             ","79 ","7  ","6  ","      "
"CAE","Gamma Cae      ","05 02.6","-35 33","    ","                          ","4.7 ","8.5 ","2.9  ","310","                                                             ","358","19 ","4  ","195532"
"CAM","STF  362       ","03 16.3","+60 02","AB  ","                          ","8.5 ","8.8 ","7.1  ","142","A0; Beautiful wide group                                     ","38 ","1  ","1  ","      "
"CAM","STF  362       ","03 16.3","+60 02","AC  ","                          ","    ","10.5","26.1 ","43 ","                                                             ","38 ","1  ","1  ","      "
"CAM","STF  362       ","03 16.3","+60 02","AD  ","                          ","    ","11.1","30.9 ","286","                                                             ","38 ","1  ","1  ","      "
"CAM","STF  362       ","03 16.3","+60 02","AE  ","                          ","    ","9.9 ","35.3 ","242","                                                             ","38 ","1  ","1  ","      "
"CAM","STF  374       ","03 24.2","+67 27","    ","                          ","7.8 ","9.3 ","10.9 ","295","F8; CoCo; W/Y                                                ","18 ","1  ","1  ","12738 "
